,date,FLOODING,orbit,filename,folder,count
1,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3,0256,8
14,2019-04-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983,65,14
13,2019-04-14,False,DESCENDING,S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB,65,14
12,2019-04-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57,65,14
11,2019-04-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190412T145023_20190412T145048_015775_01D9BD_4A6C,65,14
10,2019-04-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190408T024547_20190408T024612_015709_01D7A5_5DB9,65,14
9,2019-04-06,False,ASCENDING,S1A_IW_GRDH_1SDV_20190406T145101_20190406T145126_026671_02FE34_475A,65,14
8,2019-04-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190402T024630_20190402T024655_026605_02FBD4_16E3,65,14
7,2019-04-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190401T144244_20190401T144309_026598_02FB8E_B32F,65,14
6,2019-03-27,False,DESCENDING,S1B_IW_GRDH_1SDV_20190327T024547_20190327T024609_015534_01D1E4_D67E,65,14
5,2019-03-25,False,ASCENDING,S1A_IW_GRDH_1SDV_20190325T145101_20190325T145126_026496_02F7C2_4E95,65,14
4,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,65,14
3,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,65,14
2,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,65,14
1,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,65,14
9,2019-01-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190120T164727_20190120T164754_025563_02D622_CFC8,0133,9
8,2019-01-19,False,ASCENDING,S1B_IW_GRDH_1SDV_20190119T165453_20190119T165522_014565_01B22A_95DC,0133,9
7,2019-01-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190113T165515_20190113T165539_025461_02D24F_F49C,0133,9
6,2019-01-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190108T164727_20190108T164754_025388_02CFC8_AB4C,0133,9
5,2019-01-07,False,ASCENDING,S1B_IW_GRDH_1SDV_20190107T165453_20190107T165522_014390_01AC8A_43C2,0133,9
4,2019-01-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190101T165515_20190101T165540_025286_02CC06_B114,0133,9
3,2018-12-27,False,ASCENDING,S1A_IW_GRDH_1SDV_20181227T164728_20181227T164755_025213_02C976_87BA,0133,9
2,2018-12-26,False,ASCENDING,S1B_IW_GRDH_1SDV_20181226T165453_20181226T165522_014215_01A6D3_3910,0133,9
1,2018-12-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20181220T165516_20181220T165540_025111_02C5B2_B4A2,0133,9
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,0055,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,0055,3
1,2018-12-30,False,ASCENDING,S1B_IW_GRDH_1SDV_20181230T162345_20181230T162410_014273_01A8CE_D597,0055,3
26,2019-04-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190414T155907_20190414T155936_015804_01DABB_37C4,0169,26
25,2019-04-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190414T030014_20190414T030039_026780_03023E_1A32,0169,26
24,2019-04-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190407T030815_20190407T030840_026678_02FE78_6C19,0169,26
23,2019-04-02,True,ASCENDING,S1B_IW_GRDH_1SDV_20190402T155906_20190402T155936_015629_01D4EB_9733,0169,26
22,2019-04-02,True,DESCENDING,S1A_IW_GRDH_1SDV_20190402T030013_20190402T030038_026605_02FBD7_53B9,0169,26
21,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160722_20190326T160747_015527_01D1AB_FE74,0169,26
20,2019-03-26,True,DESCENDING,S1A_IW_GRDH_1SDV_20190326T030815_20190326T030840_026503_02F802_C26D,0169,26
19,2019-03-21,True,ASCENDING,S1B_IW_GRDH_1SDV_20190321T155906_20190321T155935_015454_01CF28_4BF5,0169,26
18,2019-03-21,True,DESCENDING,S1A_IW_GRDH_1SDV_20190321T030013_20190321T030038_026430_02F55F_1257,0169,26
17,2019-03-20,True,DESCENDING,S1B_IW_GRDH_1SDV_20190320T030748_20190320T030813_015432_01CE6E_D9C4,0169,26
16,2019-03-15,True,ASCENDING,S1A_IW_GRDH_1SDV_20190315T155952_20190315T160020_026350_02F279_65CB,0169,26
15,2019-03-15,True,DESCENDING,S1B_IW_GRDH_1SDV_20190315T025918_20190315T025947_015359_01CC23_D3B2,0169,26
14,2019-03-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190314T160711_20190314T160736_015352_01CBEE_7F77,0169,26
13,2019-03-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190314T030815_20190314T030840_026328_02F196_7D7C,0169,26
12,2019-03-09,False,ASCENDING,S1B_IW_GRDH_1SDV_20190309T155906_20190309T155935_015279_01C97E_79BA,0169,26
11,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T030013_20190309T030038_026255_02EEF0_7D38,0169,26
10,2019-03-02,False,ASCENDING,S1B_IW_GRDH_1SDV_20190302T160704_20190302T160733_015177_01C638_552B,0169,26
9,2019-03-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190302T030815_20190302T030840_026153_02EB31_6EB7,0169,26
8,2019-02-25,False,ASCENDING,S1B_IW_GRDH_1SDV_20190225T155906_20190225T155935_015104_01C3BB_E9BE,0169,26
7,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T030013_20190225T030038_026080_02E8A1_8FDD,0169,26
6,2019-02-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190218T030815_20190218T030840_025978_02E4EB_4380,0169,26
5,2019-02-13,False,ASCENDING,S1B_IW_GRDH_1SDV_20190213T155906_20190213T155935_014929_01BDFA_2A13,0169,26
4,2019-02-13,False,DESCENDING,S1A_IW_GRDH_1SDV_20190213T030013_20190213T030038_025905_02E25D_0447,0169,26
3,2019-02-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190206T030815_20190206T030840_025803_02DEB0_ED53,0169,26
2,2019-02-01,False,ASCENDING,S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098,0169,26
1,2019-02-01,False,DESCENDING,S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60,0169,26
8,2019-02-05,False,DESCENDING,S1B_IW_GRDH_1SDV_20190205T031123_20190205T031148_014805_01B9FF_DC8A,0021,8
7,2019-02-02,False,ASCENDING,S1A_IW_GRDH_1SDV_20190202T155600_20190202T155625_025752_02DD0C_8A1E,0021,8
6,2019-01-28,False,ASCENDING,S1A_IW_GRDH_1SDV_20190128T154757_20190128T154822_025679_02DA52_A863,0021,8
5,2019-01-21,False,ASCENDING,S1A_IW_GRDH_1SDV_20190121T155600_20190121T155625_025577_02D6AB_2DB1,0021,8
4,2019-01-16,False,ASCENDING,S1A_IW_GRDH_1SDV_20190116T154757_20190116T154822_025504_02D3EE_F68A,0021,8
3,2019-01-09,False,ASCENDING,S1A_IW_GRDH_1SDV_20190109T155600_20190109T155625_025402_02D04C_6D15,0021,8
2,2019-01-04,False,ASCENDING,S1A_IW_GRDH_1SDV_20190104T154757_20190104T154822_025329_02CD9C_894A,0021,8
1,2018-12-28,False,ASCENDING,S1A_IW_GRDH_1SDV_20181228T155601_20181228T155626_025227_02CA01_DD9E,0021,8
18,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,0222,18
17,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0222,18
16,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,0222,18
15,2019-03-31,True,ASCENDING,S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB,0222,18
14,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0222,18
13,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0222,18
12,2019-03-25,True,ASCENDING,S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80,0222,18
11,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,0222,18
10,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,0222,18
9,2019-03-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,0222,18
8,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,0222,18
7,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0222,18
6,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,0222,18
5,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0222,18
4,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0222,18
3,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0222,18
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0222,18
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0222,18
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0321,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0321,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0321,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0321,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0321,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0321,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0321,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0321,8
18,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,0213,18
17,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0213,18
16,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,0213,18
15,2019-03-31,True,ASCENDING,S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB,0213,18
14,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0213,18
13,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0213,18
12,2019-03-25,True,ASCENDING,S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80,0213,18
11,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,0213,18
10,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,0213,18
9,2019-03-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,0213,18
8,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,0213,18
7,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0213,18
6,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,0213,18
5,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0213,18
4,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0213,18
3,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0213,18
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0213,18
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0213,18
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0309,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0309,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0309,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0309,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0309,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0309,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0309,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0309,8
14,2019-04-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190414T155907_20190414T155936_015804_01DABB_37C4,0171,14
13,2019-04-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190414T025949_20190414T030014_026780_03023E_A691,0171,14
12,2019-04-02,True,ASCENDING,S1B_IW_GRDH_1SDV_20190402T155906_20190402T155936_015629_01D4EB_9733,0171,14
11,2019-04-02,True,DESCENDING,S1A_IW_GRDH_1SDV_20190402T025948_20190402T030013_026605_02FBD7_DFED,0171,14
10,2019-03-21,True,ASCENDING,S1B_IW_GRDH_1SDV_20190321T155906_20190321T155935_015454_01CF28_4BF5,0171,14
9,2019-03-21,True,DESCENDING,S1A_IW_GRDH_1SDV_20190321T025948_20190321T030013_026430_02F55F_2E68,0171,14
8,2019-03-15,True,ASCENDING,S1A_IW_GRDH_1SDV_20190315T155952_20190315T160020_026350_02F279_65CB,0171,14
7,2019-03-15,True,DESCENDING,S1B_IW_GRDH_1SDV_20190315T025918_20190315T025947_015359_01CC23_D3B2,0171,14
6,2019-03-09,False,ASCENDING,S1B_IW_GRDH_1SDV_20190309T155906_20190309T155935_015279_01C97E_79BA,0171,14
5,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T025948_20190309T030013_026255_02EEF0_38E8,0171,14
4,2019-02-25,False,ASCENDING,S1B_IW_GRDH_1SDV_20190225T155906_20190225T155935_015104_01C3BB_E9BE,0171,14
3,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T025948_20190225T030013_026080_02E8A1_E9F4,0171,14
2,2019-02-13,False,ASCENDING,S1B_IW_GRDH_1SDV_20190213T155906_20190213T155935_014929_01BDFA_2A13,0171,14
1,2019-02-13,False,DESCENDING,S1A_IW_GRDH_1SDV_20190213T025948_20190213T030013_025905_02E25D_4ADF,0171,14
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,4,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,4,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,4,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,4,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,4,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,4,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,4,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,4,8
31,2019-04-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190414T155907_20190414T155936_015804_01DABB_37C4,54,31
30,2019-04-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190414T030014_20190414T030039_026780_03023E_1A32,54,31
29,2019-04-07,True,ASCENDING,S1B_IW_GRDH_1SDV_20190407T160723_20190407T160748_015702_01D76E_0334,54,31
28,2019-04-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190407T030815_20190407T030840_026678_02FE78_6C19,54,31
27,2019-04-02,True,ASCENDING,S1B_IW_GRDH_1SDV_20190402T155906_20190402T155936_015629_01D4EB_9733,54,31
26,2019-04-02,True,DESCENDING,S1A_IW_GRDH_1SDV_20190402T030013_20190402T030038_026605_02FBD7_53B9,54,31
25,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160722_20190326T160747_015527_01D1AB_FE74,54,31
24,2019-03-26,True,DESCENDING,S1A_IW_GRDH_1SDV_20190326T030815_20190326T030840_026503_02F802_C26D,54,31
23,2019-03-21,True,ASCENDING,S1B_IW_GRDH_1SDV_20190321T155906_20190321T155935_015454_01CF28_4BF5,54,31
22,2019-03-21,True,DESCENDING,S1A_IW_GRDH_1SDV_20190321T030013_20190321T030038_026430_02F55F_1257,54,31
21,2019-03-20,True,ASCENDING,S1A_IW_GRDH_1SDV_20190320T160753_20190320T160818_026423_02F51E_5E72,54,31
20,2019-03-20,True,DESCENDING,S1B_IW_GRDH_1SDV_20190320T030748_20190320T030813_015432_01CE6E_D9C4,54,31
19,2019-03-20,True,DESCENDING,S1B_IW_GRDH_1SDV_20190320T030723_20190320T030748_015432_01CE6E_8DE3,54,31
18,2019-03-15,True,ASCENDING,S1A_IW_GRDH_1SDV_20190315T155952_20190315T160020_026350_02F279_65CB,54,31
17,2019-03-15,True,DESCENDING,S1B_IW_GRDH_1SDV_20190315T025918_20190315T025947_015359_01CC23_D3B2,54,31
16,2019-03-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190314T160711_20190314T160736_015352_01CBEE_7F77,54,31
15,2019-03-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190314T030815_20190314T030840_026328_02F196_7D7C,54,31
14,2019-03-09,False,ASCENDING,S1B_IW_GRDH_1SDV_20190309T155906_20190309T155935_015279_01C97E_79BA,54,31
13,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T030013_20190309T030038_026255_02EEF0_7D38,54,31
12,2019-03-02,False,ASCENDING,S1B_IW_GRDH_1SDV_20190302T160704_20190302T160733_015177_01C638_552B,54,31
11,2019-03-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190302T030815_20190302T030840_026153_02EB31_6EB7,54,31
10,2019-02-25,False,ASCENDING,S1B_IW_GRDH_1SDV_20190225T155906_20190225T155935_015104_01C3BB_E9BE,54,31
9,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T030013_20190225T030038_026080_02E8A1_8FDD,54,31
8,2019-02-18,False,ASCENDING,S1B_IW_GRDH_1SDV_20190218T160722_20190218T160747_015002_01C07E_5FFD,54,31
7,2019-02-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190218T030815_20190218T030840_025978_02E4EB_4380,54,31
6,2019-02-13,False,ASCENDING,S1B_IW_GRDH_1SDV_20190213T155906_20190213T155935_014929_01BDFA_2A13,54,31
5,2019-02-13,False,DESCENDING,S1A_IW_GRDH_1SDV_20190213T030013_20190213T030038_025905_02E25D_0447,54,31
4,2019-02-06,False,ASCENDING,S1B_IW_GRDH_1SDV_20190206T160722_20190206T160747_014827_01BABE_2566,54,31
3,2019-02-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190206T030815_20190206T030840_025803_02DEB0_ED53,54,31
2,2019-02-01,False,ASCENDING,S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098,54,31
1,2019-02-01,False,DESCENDING,S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60,54,31
8,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,0272,8
7,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0272,8
6,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0272,8
5,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0272,8
4,2019-03-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92,0272,8
3,2019-03-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190303T024546_20190303T024609_015184_01C66E_800E,0272,8
2,2019-03-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6,0272,8
1,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3,0272,8
12,2019-04-07,True,ASCENDING,S1B_IW_GRDH_1SDV_20190407T160748_20190407T160813_015702_01D76E_FF70,0137,12
11,2019-04-07,True,ASCENDING,S1B_IW_GRDH_1SDV_20190407T160813_20190407T160838_015702_01D76E_5370,0137,12
10,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031551_20190331T031616_026576_02FABC_5E13,0137,12
9,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160812_20190326T160837_015527_01D1AB_7D77,0137,12
8,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160747_20190326T160812_015527_01D1AB_71F9,0137,12
7,2019-03-20,True,ASCENDING,S1A_IW_GRDH_1SDV_20190320T160843_20190320T160908_026423_02F51E_15DA,0137,12
6,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031550_20190319T031615_026401_02F44F_9E31,0137,12
5,2019-03-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190314T160801_20190314T160826_015352_01CBEE_1C66,0137,12
4,2019-03-13,True,DESCENDING,S1B_IW_GRDH_1SDV_20190313T031453_20190313T031528_015330_01CB35_C89E,0137,12
3,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031550_20190307T031615_026226_02EDD4_DCB0,0137,12
1,2019-03-02,False,ASCENDING,S1B_IW_GRDH_1SDV_20190302T160758_20190302T160823_015177_01C638_9DA4,0137,12
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031550_20190223T031615_026051_02E795_0427,0137,12
9,2019-01-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190120T164727_20190120T164754_025563_02D622_CFC8,0127,9
8,2019-01-19,False,ASCENDING,S1B_IW_GRDH_1SDV_20190119T165453_20190119T165522_014565_01B22A_95DC,0127,9
7,2019-01-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190113T165515_20190113T165539_025461_02D24F_F49C,0127,9
6,2019-01-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190108T164727_20190108T164754_025388_02CFC8_AB4C,0127,9
5,2019-01-07,False,ASCENDING,S1B_IW_GRDH_1SDV_20190107T165453_20190107T165522_014390_01AC8A_43C2,0127,9
4,2019-01-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190101T165515_20190101T165540_025286_02CC06_B114,0127,9
3,2018-12-27,False,ASCENDING,S1A_IW_GRDH_1SDV_20181227T164728_20181227T164755_025213_02C976_87BA,0127,9
2,2018-12-26,False,ASCENDING,S1B_IW_GRDH_1SDV_20181226T165453_20181226T165522_014215_01A6D3_3910,0127,9
1,2018-12-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20181220T165516_20181220T165540_025111_02C5B2_B4A2,0127,9
14,2019-04-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983,0230,14
13,2019-04-14,False,DESCENDING,S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB,0230,14
12,2019-04-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57,0230,14
11,2019-04-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190412T145023_20190412T145048_015775_01D9BD_4A6C,0230,14
10,2019-04-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190408T024547_20190408T024612_015709_01D7A5_5DB9,0230,14
9,2019-04-06,False,ASCENDING,S1A_IW_GRDH_1SDV_20190406T145101_20190406T145126_026671_02FE34_475A,0230,14
8,2019-04-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190402T024630_20190402T024655_026605_02FBD4_16E3,0230,14
7,2019-04-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190401T144244_20190401T144309_026598_02FB8E_B32F,0230,14
6,2019-03-27,False,DESCENDING,S1B_IW_GRDH_1SDV_20190327T024547_20190327T024609_015534_01D1E4_D67E,0230,14
5,2019-03-25,False,ASCENDING,S1A_IW_GRDH_1SDV_20190325T145101_20190325T145126_026496_02F7C2_4E95,0230,14
4,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,0230,14
3,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0230,14
2,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0230,14
1,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0230,14
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,0028,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,0028,3
